systemSku,Inventory
210000010081,0
210000010082,14
210000010083,0
210000010084,19
210000010085,0
210000010086,26
210000010087,4
210000010088,1
210000010089,27
210000010090,5
210000010091,10
210000010093,5
210000010094,8
210000010096,14
210000010097,33
210000010098,27
210000010100,21
210000010101,22
210000010102,0
210000010103,0
210000010106,0
210000010107,0
210000010108,0
210000010135,1
210000010136,6
210000010137,12
210000010138,12
210000010139,25
210000010140,28
210000010141,24
210000010142,9
210000010143,10
210000010144,5
210000010145,0
210000010146,4
210000010147,13
210000010148,23
210000010149,28
210000010150,45
210000010151,48
210000010152,37
210000010153,14
210000010154,9
210000010155,6
210000010156,0
210000010157,4
210000010158,9
210000010159,12
210000010160,15
210000010161,24
210000010162,21
210000010163,15
210000010164,8
210000010165,8
210000010166,4
210000010167,0
210000010168,5
210000010169,5
210000010170,9
210000010171,14
210000010172,16
210000010173,24
210000010174,36
210000010175,28
210000010176,20
210000010177,13
210000010178,3
210000010179,2
210000010180,8
210000010181,12
210000010182,21
210000010183,26
210000010184,20
210000010185,24
210000010186,8
210000010187,16
210000010188,4
210000010189,1
210000010190,1
210000010191,5
210000010192,5
210000010193,16
210000010194,18
210000010195,28
210000010196,33
210000010197,27
210000010198,18
210000010199,4
210000010200,4
210000010201,4
210000010202,2
210000010203,16
210000010204,24
210000010205,24
210000010206,32
210000010207,18
210000010208,20
210000010209,6
210000010210,0
210000010211,2
210000010212,4
210000010213,6
210000010214,9
210000010215,19
210000010216,23
210000010217,34
210000010218,32
210000010219,27
210000010220,22
210000010221,23
210000010222,21
210000010223,11
210000010224,5
210000010225,5
210000010226,5
210000010227,5
210000010228,11
210000010229,10
210000010230,11
210000010231,19
210000010232,39
210000010233,39
210000010234,35
210000010235,18
210000010236,0
210000010237,5
210000010238,3
210000010239,6
210000010240,14
210000010241,19
210000010242,15
210000010243,20
210000010244,13
210000010245,7
210000010246,7
210000010247,0
210000010248,15
210000010249,0
210000010250,0
210000010251,0
210000010252,1
210000010253,1
210000010254,1
210000010255,3
210000010256,0
210000010257,3
210000010258,0
210000010259,3
210000010260,3
210000010261,4
210000010262,3
210000010263,8
210000010264,8
210000010265,9
210000010266,5
210000010273,32
210000010274,0
210000010275,50
210000010276,4
210000010277,0
210000010278,1
210000010285,59
210000010286,144
210000010287,70
210000010288,1
210000010289,86
210000010290,17
210000010291,26
210000010292,66
210000010293,38
210000010294,1
210000010295,10
210000010296,1
210000010297,21
210000010298,33
210000010299,42
210000010300,12
210000010301,39
210000010302,4
210000010303,0
210000010304,0
210000010305,0
210000010306,1
210000010307,17
210000010308,44
210000010309,30
210000010310,16
210000010311,3
210000010312,1
210000010313,14
210000010314,25
210000010315,25
210000010316,5
210000010317,3
210000010318,2
210000010319,1
210000010320,14
210000010321,18
210000010322,7
210000010323,2
210000010324,0
210000010325,2
210000010326,10
210000010327,25
210000010328,15
210000010329,6
210000010358,9
210000010359,0
210000010380,0
210000010382,0
210000010384,0
210000010385,4
210000010386,18
210000010387,3
210000010388,4
210000010389,5
210000010402,4
210000010403,6
210000010404,29
210000010405,18
210000010406,0
210000010407,0
210000010408,8
210000010409,15
210000010410,49
210000010411,15
210000010412,6
210000010413,0
210000010414,0
210000010415,1
210000010416,8
210000010417,1
210000010418,2
210000010419,0
210000010420,4
210000010421,19
210000010422,31
210000010423,30
210000010424,4
210000010425,1
210000010426,4
210000010427,20
210000010428,32
210000010429,32
210000010430,12
210000010431,10
210000010432,5
210000010433,5
210000010434,18
210000010435,8
210000010436,6
210000010437,0
210000010438,1
210000010439,3
210000010440,12
210000010441,10
210000010442,3
210000010443,1
210000010444,1
210000010445,5
210000010446,6
210000010447,4
210000010448,0
210000010449,5
210000010450,4
210000010451,10
210000010452,20
210000010453,12
210000010454,0
210000010455,0
210000010456,5
210000010457,7
210000010458,13
210000010459,13
210000010460,8
210000010461,3
210000010462,2
210000010463,13
210000010464,36
210000010465,22
210000010466,13
210000010467,5
210000010468,0
210000010469,0
210000010470,0
210000010471,0
210000010472,0
210000010473,0
210000010474,0
210000010475,0
210000010476,0
210000010477,0
210000010478,0
210000010479,0
210000010480,1
210000010481,0
210000010482,0
210000010483,0
210000010484,0
210000010485,0
210000010486,0
210000010487,0
210000010488,0
210000010489,0
210000010490,0
210000010491,0
210000010492,0
210000010493,0
210000010494,0
210000010495,0
210000010496,0
210000010497,0
210000010498,0
210000010499,0
210000010500,1
210000010501,1
210000010502,0
210000010503,0
210000010504,0
210000010505,14
210000010506,33
210000010507,50
210000010508,19
210000010509,42
210000010510,11
210000010511,5
210000010512,8
210000010513,15
210000010514,15
210000010515,7
210000010516,1
210000010517,5
210000010518,6
210000010519,22
210000010520,31
210000010521,12
210000010522,8
210000010523,3
210000010524,7
210000010525,4
210000010526,7
210000010527,8
210000010528,6
210000010529,4
210000010530,20
210000010531,12
210000010532,10
210000010533,11
210000010534,5
210000010535,10
210000010536,30
210000010537,50
210000010542,5
210000010543,5
210000010544,4
210000010545,0
210000010546,3
210000010547,0
210000010548,3
210000010549,0
210000010550,9
210000010551,5
210000010552,7
210000010553,4
210000010554,2
210000010555,7
210000010556,5
210000010557,1
210000010558,6
210000010559,17
210000010560,6
210000010561,8
210000010562,8
210000010563,15
210000010564,13
210000010565,6
210000010566,7
210000010567,22
210000010568,8
210000010569,4
210000010570,0
210000010571,0
210000010572,0
210000010573,0
210000010574,0
210000010575,0
210000010576,0
210000010577,0
210000010578,7
210000010579,0
210000010580,0
210000010581,0
210000010582,14
210000010583,13
210000010584,7
210000010651,2
210000010657,29
210000010659,0
210000010665,8
210000010666,0
210000010667,0
210000010676,0
210000010714,6
210000010716,0
210000010717,0
210000010719,4
210000010722,0
210000010723,0
210000010724,0
210000010725,0
210000010728,13
210000010730,0
210000010755,22
210000010756,4
210000010757,23
210000010758,22
210000010759,0
210000010760,0
210000010761,0
210000010762,1
210000010763,8
210000010764,18
210000010765,18
210000010766,12
210000010767,0
210000010768,0
210000010769,0
210000010770,3
210000010783,7
210000010784,22
210000010785,20
210000010786,5
210000010787,11
210000010788,23
210000010789,16
210000010790,4
210000010794,17
210000010797,20
210000010798,5
210000010802,0
210000010807,8
210000010815,4
210000010816,3
210000010822,0
210000010826,1
210000010827,12
210000010828,0
210000010829,1
210000010830,18
210000010831,0
210000010832,4
210000010833,3
210000010834,0
210000010835,12
210000010836,4
210000010837,0
210000010838,0
210000010839,6
210000010840,0
210000010841,3
210000010842,28
210000010843,0
210000010844,0
210000010845,91
210000010847,1
210000010848,0
210000010849,15
210000010853,2
210000010854,9
210000010855,12
210000010856,10
210000010857,0
210000010858,26
210000010885,0
210000010886,0
210000010888,0
210000010889,0
210000010890,0
210000010891,0
210000010894,0
210000010937,0
210000010938,0
210000010939,1
210000010940,2
210000010941,1
210000010942,0
210000010943,0
210000010944,1
210000010945,1
210000010946,0
210000010947,0
210000010948,0
210000010949,0
210000010950,0
210000010951,5
210000010952,0
210000010953,1
210000010954,0
210000010955,0
210000010956,1
210000010957,3
210000010958,1
210000010959,2
210000010960,0
210000010973,2
210000010974,4
210000010975,3
210000010976,1
210000010977,0
210000010978,0
210000010979,0
210000010980,0
210000010981,0
210000010982,2
210000010983,3
210000010984,0
210000010985,2
210000010986,0
210000010987,0
210000010988,0
210000010989,2
210000010990,2
210000010991,0
210000010992,0
210000010993,3
210000010995,0
210000010999,1
210000011000,7
210000011001,2
210000011002,6
210000011003,5
210000011004,2
210000011005,3
210000011006,5
210000011007,2
210000011008,2
210000011009,0
210000011010,0
210000011011,8
210000011012,4
210000011013,0
210000011014,1
210000011015,0
210000011016,0
210000011017,4
210000011018,1
210000011019,0
210000011020,0
210000011021,0
210000011022,0
210000011023,0
210000011024,1
210000011025,7
210000011026,7
210000011027,7
210000011028,2
210000011038,2
210000011044,5
210000011049,12
210000011051,0
210000011053,0
210000011124,0
210000011125,0
210000011126,0
210000011127,0
210000011128,0
210000011129,0
210000011130,0
210000011131,0
210000011132,0
210000011133,0
210000011134,1
210000011135,0
210000011136,0
210000011137,0
210000011138,0
210000011139,0
210000011140,1
210000011141,1
210000011142,1
210000011143,0
210000011144,3
210000011149,1
210000011154,1
210000011155,2
210000011156,1
210000011157,1
210000011158,2
210000011159,1
210000011160,2
210000011161,2
210000011162,2
210000011163,2
210000011169,0
210000011170,0
210000011171,0
210000011172,0
210000011173,0
210000011195,2
210000011196,4
210000011197,3
210000011198,2
210000011259,1
210000011260,2
210000011261,2
210000011262,1
210000011263,1
210000011279,11
210000011286,7
210000011291,0
210000011299,0
210000011301,5
210000011302,2
210000011325,5
210000011326,2
210000011327,6
210000011328,4
210000011329,2
210000011330,4
210000011331,6
210000011332,3
210000011333,4
210000011334,6
210000011335,4
210000011336,5
210000011337,9
210000011338,7
210000011339,6
210000011340,5
210000011341,8
210000011342,1
210000011343,4
210000011344,4
210000011345,3
210000011346,13
210000011347,28
210000011348,27
210000011349,19
210000011351,9
210000011352,2
210000011353,13
210000011356,0
210000011357,0
210000011360,15
210000011361,0
210000011363,0
210000011364,83
210000011365,24
210000011366,0
210000011369,2
210000011370,41
210000011371,14
210000011372,14
210000011373,0
210000011374,5
210000011375,6
210000011376,12
210000011377,16
210000011378,10
210000011379,10
210000011380,1
210000011381,1
210000011382,1
210000011383,0
210000011384,5
210000011385,23
210000011386,7
210000011387,0
210000011388,2
210000011389,4
210000011390,152
210000011391,1
210000011392,0
210000011394,15
210000011396,32
210000011397,30
210000011408,0
210000011409,0
210000011411,1
210000011412,1
210000011414,3
210000011415,0
210000011417,0
210000011421,0
210000011422,0
210000011424,10
210000011425,5
210000011426,28
210000011427,14
210000011428,5
210000011429,14
210000011430,5
210000011431,5
210000011432,8
210000011433,0
210000011434,0
210000011435,0
210000011436,2
210000011437,0
210000011438,0
210000011439,0
210000011441,38
210000011442,18
210000011443,52
210000011444,24
210000011445,5
210000011446,5
210000011447,5
210000011448,18
210000011449,15
210000011450,43
210000011455,29
210000011456,19
210000011457,0
210000011458,0
210000011459,14
210000011463,0
210000011464,28
210000011465,80
210000011467,96
210000011469,116
210000011470,0
210000011471,0
210000011472,0
210000011473,0
210000011474,1
210000011490,34
210000011491,4
210000011492,4
210000011493,2
210000011497,0
210000011498,0
210000011500,6
210000011501,1
210000011502,4
210000011508,11
210000011511,14
210000011536,15
210000011548,18
210000011549,17
210000011550,8
210000011551,8
210000011554,0
210000011560,0
210000011561,0
210000011564,2
210000011565,0
210000011567,19
210000011568,31
210000011571,2
210000011572,11
210000011573,16
210000011574,1
210000011608,5
210000011609,0
210000011610,9
210000011612,12
210000011613,4
210000011614,6
210000011621,1
210000011622,12
210000011623,17
210000011624,17
210000011625,5
210000011636,24
210000011640,10
210000011642,5
210000011643,0
210000011647,0
210000011649,6
210000011650,7
210000011653,38
210000026508,0
210000026578,0
210000026579,0
210000026580,9
210000026581,13
210000026582,27
210000026583,10
210000026592,4
210000026593,2
210000026594,2
210000026595,11
210000026596,5
210000026597,2
210000026598,0
210000026618,0
210000026620,0
210000026718,1
210000026719,0
210000026720,2
210000026721,1
210000026722,4
210000026723,1
210000026763,0
210000026764,0
210000026765,0
210000026766,0
210000026767,0
210000026768,0
210000026769,0
210000026770,0
210000026771,0
210000026772,0
210000026773,0
210000026774,0
210000026775,0
210000026776,0
210000026777,0
210000026778,0
210000026779,0
210000026780,0
210000026781,0
210000026782,0
210000026783,0
210000026784,0
210000026785,0
210000026786,0
210000026787,0
210000026788,0
210000026789,0
210000026790,0
210000026791,0
210000026792,0
210000026793,0
210000026794,1
210000026795,4
210000026796,2
210000026797,2
210000026798,1
210000026799,0
210000026800,2
210000026801,3
210000026802,3
210000026803,7
210000026804,2
210000026805,1
210000026806,0
210000026807,4
210000026808,0
210000026809,6
210000026810,2
210000026811,10
210000026812,4
210000026813,2
210000026814,1
210000026815,2
210000026816,2
210000026817,2
210000026818,6
210000026819,4
210000026820,0
210000026821,1
210000026822,0
210000026823,0
210000026824,0
210000026825,0
210000026826,0
210000026827,0
210000026828,0
210000026829,0
210000026830,0
210000026831,0
210000026832,0
210000026833,0
210000026834,0
210000026835,0
210000026836,0
210000026837,0
210000026838,0
210000026839,0
210000026840,0
210000026841,0
210000026842,0
210000026843,0
210000026844,0
210000026845,0
210000026846,0
210000026847,0
210000026848,0
210000026849,0
210000026850,0
210000026851,0
210000026852,0
210000026853,0
210000026854,0
210000026855,0
210000026856,0
210000026857,0
210000026858,0
210000026859,0
210000026860,0
210000026861,0
210000026862,0
210000026863,0
210000026864,0
210000026865,0
210000026866,0
210000026867,3
210000026868,0
210000026869,0
210000026870,0
210000026871,0
210000026872,9
210000026873,0
210000026874,0
210000026875,0
210000026876,1
210000026877,0
210000026878,2
210000026879,18
210000026880,31
210000026881,14
210000026882,8
210000026883,0
210000026884,0
210000026885,0
210000026886,0
210000026887,0
210000026888,0
210000026889,0
210000026890,0
210000026891,0
210000026892,0
210000026893,0
210000026894,0
210000026895,0
210000026896,0
210000026897,2
210000026898,0
210000026899,1
210000026900,0
210000026901,0
210000026902,11
210000026903,0
210000026905,0
210000026906,0
210000026907,2
210000026908,5
210000026909,3
210000026910,2
210000026911,8
210000026912,0
210000026913,0
210000026914,0
210000026915,0
210000026916,0
210000026917,15
210000026918,15
210000026919,0
210000026920,0
210000026921,12
210000026922,7
210000026923,0
210000026924,22
210000026925,13
210000026926,5
210000026927,7
210000026928,54
210000026929,46
210000026930,3
210000026931,10
210000026932,5
210000026933,4
210000026934,5
210000026935,3
210000026936,3
210000026937,3
210000026938,3
210000026939,2
210000026940,4
210000026941,4
210000026942,4
210000026943,4
210000026944,2
210000026945,2
210000026946,2
210000026947,2
210000026948,2
210000026949,2
210000026950,4
210000026951,2
210000026952,2
210000026953,2
210000026954,2
210000026955,2
210000026956,2
210000026957,2
210000026958,2
210000026959,3
210000026960,3
210000026961,4
210000026962,5
210000026963,5
210000026964,3
210000026965,1
210000026966,2
210000026967,2
210000026968,3
210000026969,3
210000026970,4
210000026971,3
210000026972,3
210000026973,3
210000026974,3
210000026975,3
210000026976,3
210000026977,3
210000026978,3
210000026979,3
210000026980,0
210000026981,5
210000026982,0
210000026983,2
210000026984,4
210000026985,0
210000026986,0
210000026987,0
210000026988,0
210000026989,5
210000026990,0
210000026991,1
210000026992,0
210000026993,24
210000026994,10
210000026995,0
210000026996,4
210000026997,0
210000026998,4
210000026999,0
210000027000,2
210000027001,9
210000027002,5
210000027003,14
210000027004,40
210000027005,12
210000027006,4
210000027007,5
210000027008,5
210000027009,4
210000027010,10
210000027011,7
210000027012,3
210000027013,5
210000027014,0
210000027015,6
210000027016,5
210000027017,5
210000027018,7
210000027019,3
210000027020,128
210000027021,3
210000027022,4
210000027023,36
210000027024,28
210000027025,11
210000027026,19
210000027027,12
210000027028,0
210000027029,0
210000027030,0
210000027031,0
210000027032,0
210000027033,14
210000027034,0
210000027035,23
210000027036,33
210000027037,35
210000027038,43
210000027039,42
210000027040,39
210000027041,33
210000027042,46
210000027043,47
210000027044,4
210000027045,7
210000027046,6
210000027047,2
210000027048,7
210000027049,7
210000027050,7
210000027051,6
210000027052,3
210000027053,0
210000027054,0
210000027055,0
210000027056,7
210000027057,4
210000027058,4
210000027059,2
210000027060,2
210000027061,5
210000027062,5
210000027063,7
210000027064,1
210000027065,0
210000027066,0
210000027067,0
210000027068,0
210000027069,0
210000027070,2
210000027071,0
210000027072,0
210000027073,0
210000027074,2
210000027075,0
210000027076,3
210000027077,0
210000027078,0
210000027079,9
210000027080,0
210000027081,2
210000027082,0
210000027083,0
210000027084,6
210000027085,0
210000027086,0
210000027087,5
210000027088,23
210000027089,2
210000027090,3
210000027091,1
210000027092,2
210000027093,3
210000027094,2
210000027095,2
210000027096,15
210000027097,14
210000027098,3
210000027099,0
210000027100,1
210000027101,0
210000027102,3
210000027103,4
210000027104,15
210000027105,9
210000027106,0
210000027107,5
210000027108,1
210000027109,3
210000027110,3
210000027111,0
210000027112,0
210000027113,0
210000027114,3
210000027115,4
210000027116,2
210000027117,3
210000027118,0
210000027119,0
210000027120,1
210000027121,6
210000027122,4
210000027123,2
210000027124,0
210000027125,0
210000027126,0
210000027127,0
210000027128,0
210000027129,0
210000027130,0
210000027131,0
210000027132,2
210000027133,0
210000027134,0
210000027135,9
210000027136,3
210000027137,6
210000027138,3
210000027139,0
210000027140,0
210000027141,0
210000027142,0
210000027143,0
210000027144,0
210000027145,0
210000027146,0
210000027147,0
210000027148,0
210000027149,0
210000027150,0
210000027151,0
210000027152,0
210000027153,0
210000027154,0
210000027155,0
210000027156,0
210000027157,0
210000027158,0
210000027159,0
210000027160,0
210000027161,0
210000027162,0
210000027163,0
210000027164,0
210000027165,0
210000027166,0
210000027167,0
210000027168,0
210000027169,0
210000027170,0
210000027171,0
210000027172,0
210000027173,0
210000027174,0
210000027175,0
210000027176,0
210000027177,0
210000027178,0
210000027179,0
210000027180,0
210000027181,0
210000027182,0
210000027183,0
210000027184,0
210000027185,0
210000027186,0
210000027187,0
210000027188,0
210000027189,0
210000027190,0
210000027191,0
210000027192,0
210000027193,0
210000027194,0
210000027195,0
210000027196,0
210000027197,0
210000027198,0
210000027199,0
210000027200,2
210000027201,0
210000027202,0
210000027203,0
210000027204,0
210000027205,0
210000027206,1
210000027207,0
210000027208,0
210000027209,0
210000027210,0
210000027211,0
210000027212,0
210000027213,0
210000027214,0
210000027215,0
210000027216,0
210000027217,0
210000027218,0
210000027219,0
210000027220,0
210000027221,0
210000027222,0
210000027223,0
210000027224,0
210000027225,0
210000027226,0
210000027227,2
210000027228,0
210000027229,2
210000027230,7
210000027231,1
210000027232,9
210000027233,3
210000027234,3
210000027235,0
210000027236,0
210000027237,2
210000027238,2
210000027239,36
210000027240,10
210000027241,8
210000027242,10
210000027243,0
210000027244,15
210000027245,0
210000027246,0
210000027247,0
210000027259,6
210000027260,7
210000027261,18
210000027262,11
210000027263,19
210000027264,28
210000027265,0
210000027266,2
210000027267,2
210000027268,0
210000027269,0
210000027270,0
210000027277,0
210000027278,0
210000027279,7
210000027280,6
210000027281,1
210000027282,2
210000027306,1
210000027307,0
210000027312,1
210000027314,0
210000027315,0
210000027409,5
210000027410,6
210000027411,6
210000027412,2
210000027413,6
210000027414,0
210000027451,2
210000027662,22
210000027868,4
210000027869,0
210000027870,2
210000027871,5
210000027872,0
210000027873,1
210000027874,1
210000027875,0
210000027876,0
210000027987,0
210000027988,0
210000027989,0
210000027990,0
210000027991,1
210000027992,1
210000028011,11
210000028012,6
210000028013,3
210000028014,5
210000028016,5
210000028160,1
210000028161,1
210000028162,1
210000028163,4
210000028164,2
210000028165,0
210000028166,1
210000028167,1
210000028168,3
210000028169,1
210000028185,0
210000028186,5
210000028195,0
210000028221,3
210000028222,2
210000028223,3
210000028224,0
210000028253,0
210000028254,0
210000028255,0
210000028256,0
210000028257,0
210000028258,0
210000028259,9
210000028261,0
210000028262,0
210000028263,0
210000028270,12
210000028271,16
210000028272,3
210000028274,11
210000028280,0
210000028285,13
210000028286,27
210000028287,39
210000028288,34
210000028289,21
210000028290,7
210000028291,0
210000028292,1
210000028293,1
210000028294,7
210000028295,13
210000028296,5
210000028297,1
210000028298,5
210000028299,0
210000028300,0
210000028301,0
210000028302,0
210000028303,1
210000028304,1
210000028305,0
210000028306,0
210000028307,1
210000028308,0
210000028309,1
210000028310,0
210000028311,0
210000028312,0
210000028313,0
210000028314,0
210000028315,7
210000028316,3
210000028317,0
210000028318,4
210000028319,1
210000028320,1
210000028321,5
210000028322,4
210000028323,0
210000028324,3
210000028325,0
210000028326,1
210000028327,22
210000028328,10
210000028329,2
210000028330,4
210000028331,2
210000028333,0
210000028334,11
210000028336,5
210000028338,9
210000028339,7
210000028340,7
210000028341,4
210000028342,5
210000028343,5
210000028344,13
210000028345,16
210000028346,21
210000028347,2
210000028348,9
210000028349,6
210000028350,0
210000028351,1
210000028352,5
210000028353,4
210000028354,9
210000028355,4
210000028356,5
210000028357,4
210000028358,3
210000028359,0
210000028360,0
210000028361,0
210000028362,0
210000028363,3
210000028364,1
210000028365,0
210000028366,1
210000028367,0
210000028368,1
210000028369,0
210000028370,2
210000028371,4
210000028372,5
210000028373,0
210000028374,4
210000028375,3
210000028376,1
210000028377,3
210000028378,2
210000028379,0
210000028380,1
210000028381,1
210000028382,3
210000028383,4
210000028384,0
210000028385,4
210000028386,1
210000028387,1
210000028388,3
210000028389,0
210000028390,6
210000028391,5
210000028392,2
210000028393,3
210000028394,0
210000028395,0
210000028396,4
210000028397,2
210000028398,0
210000028399,1
210000028400,1
210000028401,6
210000028402,0
210000028403,2
210000028404,3
210000028405,1
210000028406,0
210000028407,0
210000028408,3
210000028409,2
210000028410,3
210000028411,0
210000028412,2
210000028413,0
210000028414,1
210000028415,0
210000028416,2
210000028417,2
210000028418,2
210000028419,0
210000028420,0
210000028427,0
210000028428,2
210000028429,0
210000028430,0
210000028431,0
210000028432,1
210000028439,0
210000028440,0
210000028441,0
210000028442,0
210000028443,0
210000028444,0
210000028445,0
210000028446,0
210000028447,1
210000028448,1
210000028449,0
210000028450,1
210000028451,2
210000028452,1
210000028453,1
210000028454,1
210000028455,0
210000028456,1
210000028457,2
210000028458,2
210000028459,1
210000028460,2
210000028461,1
210000028462,2
210000028463,3
210000028464,0
210000028465,0
210000028466,0
210000028467,0
210000028468,0
210000028469,5
210000028470,7
210000028471,6
210000028472,0
210000028473,1
210000028474,1
210000028475,3
210000028476,0
210000028477,0
210000028478,5
210000028479,0
210000028480,0
210000028481,1
210000028482,0
210000028483,0
210000028484,1
210000028485,0
210000028486,0
210000028487,0
210000028488,0
210000028489,0
210000028490,2
210000028491,1
210000028492,0
210000028493,3
210000028494,1
210000028495,5
210000028496,5
210000028497,0
210000028498,3
210000028499,1
210000028500,3
210000028501,3
210000028502,2
210000028503,2
210000028504,0
210000028505,5
210000028506,4
210000028507,1
210000028508,4
210000028509,1
210000028510,1
210000028511,2
210000028512,2
210000028513,3
210000028514,1
210000028520,2
210000028521,3
210000028522,2
210000028523,2
210000028524,0
210000028525,2
210000028526,3
210000028527,2
210000028528,3
210000028529,1
210000028530,3
210000028531,3
210000028532,2
210000028533,3
210000028534,0
210000028535,0
210000028536,0
210000028537,0
210000028538,0
210000028539,0
210000028540,0
210000028541,12
210000028542,11
210000028543,8
210000028544,7
210000028545,5
210000028546,1
210000028547,5
210000028548,1
210000028549,3
210000028550,3
210000028551,1
210000028552,0
210000028553,1
210000028554,1
210000028555,1
210000028556,1
210000028557,2
210000028563,1
210000028572,0
210000028573,0
210000028574,0
210000028575,6
210000028576,0
210000028577,0
210000028578,23
210000028579,8
210000033095,0
210000033096,0
210000033097,0
210000033098,0
210000033099,0
210000033100,0
210000033101,4
210000033102,0
210000033103,45
210000033105,0
210000033106,12
210000033107,0
210000033109,4
210000033111,2
210000033112,0
210000033113,0
210000033114,0
210000033115,10
210000033116,13
210000033117,0
210000033118,0
210000033119,23
210000033120,47
210000033121,87
210000033122,0
210000033123,20
210000033124,0
210000033126,0
210000033127,0
210000033128,0
210000033129,6
210000033130,9
210000033131,11
210000033132,0
210000033133,0
210000033134,3
210000033135,0
210000033136,0
210000033137,0
210000033138,10
210000033139,8
210000033140,4
210000033141,0
210000033142,15
210000033143,5
210000033144,1
210000033146,31
210000033147,1
210000033149,3
210000033150,1
210000033151,7
210000033155,4
210000033156,0
210000033157,15
210000033164,4
210000033165,17
210000033171,4
210000033172,2
210000033178,0
210000033180,28
210000033182,9
210000033183,13
210000033184,14
210000033185,0
210000033186,10
210000033187,3
210000033188,26
210000033189,3
210000033190,20
210000033191,49
210000033192,10
210000033193,9
210000033194,0
210000033195,44
210000033196,14
210000033197,6
210000033198,5
210000033199,4
210000033200,26
210000033201,21
210000033202,13
210000033203,10
210000033204,1
210000033205,0
210000033206,2
210000033214,24
210000033216,14
210000033217,7
210000033218,5
210000033219,7
210000033224,4
210000033405,0
210000033406,0
210000033407,5
210000033421,1
210000033422,2
210000033423,1
210000033424,0
210000033425,0
210000033426,1
210000033427,1
210000033428,0
210000033429,0
210000033430,0
210000033431,0
210000033432,0
210000033433,1
210000033434,2
210000033435,1
210000033436,0
210000033437,0
210000033438,0
210000033439,0
210000033440,0
210000033441,0
210000033442,0
210000033443,0
210000033444,0
210000033445,0
210000033456,0
210000033457,0
210000033458,0
210000033459,1
210000033460,0
210000033461,3
210000033462,5
210000033463,0
210000033464,2
210000033465,0
210000033466,3
210000033467,2
210000033468,4
210000033469,2
210000033470,1
210000033471,6
210000033472,3
210000033473,4
210000033474,2
210000033475,1
210000033476,5
210000033477,4
210000033478,2
210000033479,1
210000033480,0
210000033481,6
210000033482,5
210000033483,4
210000033484,2
210000033485,1
210000033486,11
210000033487,11
210000033488,9
210000033489,6
210000033490,4
210000033491,2
210000033492,4
210000033493,0
210000033494,0
210000033495,1
210000033496,2
210000033497,3
210000033498,0
210000033499,2
210000033500,1
210000033501,0
210000033502,0
210000033503,1
210000033504,0
210000033505,0
210000033506,0
210000033507,0
210000033508,0
210000033509,0
210000033510,0
210000033511,0
210000033512,0
210000033513,1
210000033514,2
210000033515,2
210000033516,0
210000033517,0
210000033518,0
210000033519,0
210000033520,0
210000033521,0
210000033522,0
210000033523,0
210000033524,1
210000033525,0
210000033526,0
210000033527,0
210000033528,0
210000033529,0
210000033530,0
210000033531,0
210000033532,0
210000033533,0
210000033534,0
210000033535,0
210000033536,0
210000033537,0
210000033538,0
210000033539,0
210000033540,0
210000033541,0
210000033542,0
210000033543,0
210000033544,0
210000033545,0
210000033546,0
210000033547,0
210000033548,0
210000033549,0
210000033550,0
210000033551,0
210000033552,0
210000033553,0
210000033554,0
210000033555,0
210000033556,17
210000033557,32
210000033558,19
210000033559,2
210000033560,4
210000033561,20
210000033562,19
210000033563,8
210000033564,1
210000033565,0
210000033566,8
210000033567,11
210000033568,14
210000033569,4
210000033570,1
210000033571,2
210000033572,7
210000033573,12
210000033574,8
210000033575,3
210000033576,0
210000033577,1
210000033578,4
210000033579,16
210000033580,15
210000033581,6
210000033582,2
210000033583,3
210000033584,3
210000033585,8
210000033586,5
210000033587,2
210000033588,1
210000033589,7
210000033590,8
210000033591,9
210000033592,2
210000033593,1
210000033594,8
210000033595,4
210000033596,2
210000033597,0
210000033598,2
210000033599,0
210000033600,0
210000033601,0
210000033602,0
210000033603,0
210000033604,1
210000033605,0
210000033606,0
210000033607,4
210000033608,5
210000033609,3
210000033610,1
210000033611,2
210000033612,2
210000033613,0
210000033614,0
210000033615,0
210000033616,0
210000033617,1
210000033618,6
210000033619,3
210000033620,1
210000033621,0
210000033622,0
210000033623,1
210000033624,0
210000033625,2
210000033626,0
210000033627,0
210000033628,0
210000033629,2
210000033630,2
210000033631,1
210000033632,3
210000033633,0
210000033634,0
210000033635,1
210000033636,2
210000033637,3
210000033638,4
210000033639,1
210000033640,1
210000033641,2
210000033642,3
210000033643,4
210000033644,7
210000033645,1
210000033646,2
210000033647,1
210000033648,1
210000033649,1
210000033650,2
210000033651,1
210000033652,1
210000033653,2
210000033654,1
210000033655,1
210000033656,1
210000033657,0
210000033658,3
210000033659,0
210000033660,0
210000033661,0
210000033662,1
210000033663,1
210000033664,0
210000033665,0
210000033666,0
210000033667,1
210000033668,1
210000033669,0
210000033670,0
210000033671,3
210000033672,3
210000033673,0
210000033674,0
210000033675,0
210000033676,0
210000033677,0
210000033678,0
210000033679,1
210000033680,0
210000033681,0
210000033682,0
210000033683,0
210000033684,0
210000033685,0
210000033686,0
210000033687,0
210000033688,0
210000033689,0
210000033690,0
210000033691,0
210000033692,0
210000033693,0
210000033694,0
210000033695,0
210000033696,0
210000033697,4
210000033698,13
210000033699,20
210000033700,17
210000033701,20
210000033702,7
210000033703,6
210000033704,4
210000033705,0
210000033706,0
210000033707,0
210000033708,3
210000033709,0
210000033710,25
210000033711,2
